44,화자,intent,subintent,question,answer,q_entity,a_entity,용어사전,지식베이스,교통
45,민원인,번호판 교체,,그게 저 전국번호판도 가능합니까 타지역으로 가는게,예 그렇습니다 전국번호판이라도 이를테면 대구에서 서울로 가실 경우 원하신다면 일회에 한해서 번호판 변경이 가능하구요 그리고 명의 이전한지 이제 육십일이내 차량을 사고 파는 그런 예 경우에서는 이제 그 번호판 변경 가능하구요 그리고 등본상에 동일 주소지내에 차가 왜 두대인 경우가 있잖아요 그럴때 끝자리 혹은 홀수쪽이 같아 같은 경우 그러면은 십부제나 이런경우에 불편함이 있을 수 있어서 이런 예 특수한 경우에 해당합니다,"전국번호판, 지역","전국번호판, 대구, 서울, 일회, 번호판 변경, 명의 이전, 육십일, 이내, 차량, 등본, 동일 주소지, 차, 두대, 끝자리, 홀수, 십부제, 특수, 경우, ","번호판 변경/번호판 교체, 명의 이전/명의이전, 차량/차량, 차/차량, 끝자리/끝 번호, ","전국번호판/전국지역 번호판/종류,",차량등록
45,민원인,번호판 교체,,그러면 중고차도 이전할 때 그 전국 번호판이라도 번호판 변경이 가능합니까,아 물론입니다 육십일이내로 이제 예 이전받는 차주께서 변경 원하신다면은 변경 예 바로 가능하세요,"중고차, 이전, 전국 번호판, 번호판 변경","육십일, 이내, 이전, 차주, 변경, 가능, ","중고차/중고차량, 번호판 변경/번호판 교체, 차주/차주, ",,차량등록
45,민원인,번호판 교체,,예 자동차를 중고로 구입했는데요 저기 그 뭐지 남바가 이렇게 너무 헌거라 가지고 이거 새거로 교체하고 싶은데 어떻게 하면 되는지 좀 갈켜주세요,아 네 선생님 그러시면은 그 방문해 주실 때 그 차주분께서 직접 방문해 주신다면은 차주분의 신분증이랑 자동차 등록증 그리고 차량을 그 가지고 오시면 되세요 선생님,"자동차, 중고, 구입, 남바, 헌거, 교체, ","방문, 차주, 신분증, 자동차 등록증, 차량, ","자동차/차량, 구입/매입, 남바/차량번호, 방문/내방, 차주/차주, 신분증/신분증, 자동차 등록증/차량등록증, 차량/차량, ",,차량등록
45,민원인,번호판 교체,,아 예 그럼 아니 번호를 옮겨야 되나 아니면 그대로 가지고 갈 수 있나요,아 그러세요 선생님 같은 경우에 저는 지금 두 둘 다 그 처리는 그 동일한데 지금 이전 받으신지 얼마 안 됐기 때문에 에에 번호 자체도 변경이 가능하고요 그리고 번호판만 변경 그 하셔도 되세요 선생님,"번호, ","둘, 처리, 이전, 번호, 변경, 번호판, 변경 ","번호판/번호판, ",,차량등록
45,상담사,번호판 교체,전국지역 번호판,저희 어머 잠시만 선생님 혹시 번호판이 흰색인가요 녹색인가요,흰색이요,"번호판, 흰색, 녹색","흰색, ","번호판/번호판, 녹색/녹색번호판, ","흰색/전국지역 번호판/색상,녹색번호판/전국지역 번호판/종류,",차량등록
45,민원인,비용,,금액은요 비용은,그러시면은 저희가 앞판이 만 오천원이고 거기에 탈부착 비용까지 포함돼서 지금 넉넉하게 이만원 정도 드실 것 같으세요,"금액, 비용, ","앞판, 만 오천원, 탈부착, 비용, 포함, 이만원, ","금액/금액, 비용/금액, 만 오천원/만오천원, 비용/금액, ",,차량등록
45,민원인,과표,,네 수고하십니다. 저 차량 과표 하나만 좀 알려주세요,네 잠시 기다려 주십시오. 네 그랜저 이천십일년식으로 확인되시구요 네 확인해 보겠습니다. 네 이천십일년식 구백육십팔만 칠천원 확인됩니다.,차량 과표,"그랜저, 이천십일년식, 확인, 구백육십팔만칠천원, ","차량 과표/과표, 그랜저/그랜저, ",,차량등록
45,상담사,과표,차량번호,네 차량번호 말씀해 주시겠습니까?,십칠 부자 부에 이육이삼번요,차량번호,"십칠 부자 부에 이육이삼번, ","차량번호/차량번호, ","십칠 부자 부에 이육이삼번/차량번호/번호,",차량등록
45,상담사,과표,차량명,이육이삼 네 차명이 어떻게 됩니까?,그랜접니다.,"이육이삼, 차명","그랜저, ","차명/차량종류, 그랜저/그랜저, ","이육이삼/연식/날짜,그랜저/차량명/이름,",차량등록
45,민원인,비용,,아 거 하나 물어볼라고 취득세 하고 그 등록세가 얼마죠.,예 과표 금액 기준으로 했을 때 취득세는 지금 칠프로에서 그 // 뭐 // 포함해서 넉넉잡아 한 이십삼만 오천원 이십사만원 정도 준비하시면 되세요,"취득세, 등록세","과표 금액, 기준, 취득세, 칠프로, 이삽삼만 오천원, 이십사만원, 준비, ","취득세/취득세, 과표 금액/과표, 취득세/취득세, 칠프로/칠퍼센트, ",,차량등록
45,상담사,비용,차량명,차량 어떻게됩니까?,아 포르테구요,차량,"포르테, ","차량/차량, ","포르테/차량명/이름,",차량등록
45,상담사,비용,차량번호,차량번호 말씀해 주시면 정확한 확인 바로 해 드리겠습니다.,아 육구 모의 삼이이육,차량번호,"육구 모의 삼이이육, ","차량번호/차량번호, ","육구 모의 삼이이육/차량번호/번호,",차량등록
45,상담사,비용,연식,이천구년식 맞습니까?,예 이천구년식예,이천구년 ,"이천구년식, ",,"이천구년/연식/날짜,이천구년식/연식/날짜,",차량등록
45,민원인,감면/면제 대상,,아 아 저기 다자녀구요 그 승용차 살려고 하는데 시시에 대해서 감면 받는 게 또 따로 있나요 뭐 이천 이천시시만 감면받는지 이천칠백시시도 감면받는지,그렇죠. 아무래도 이제 높은 금액으로 정해지구요 저희쪽에선 과표 금액 하고 매매 금액 중에 이제 높은 금액으로 책정이 되신다고 보시면 되세요,"다자녀, 승용차, 시시, 이천시시, 감면, 이천칠백시시, ","금액, 과표 금액, 매매 금액, 책정, ","승용차/승용차, 시시/시시, 금액/금액, 과표 금액/과표, ","다자녀/감면대상/자격,",차량등록
45,민원인,비용,,음 그러면 그 이천칠백시시를 이천십년짜리 거를 사게 되면 일년 자동차세는 혹시 어느 정도 나오는지 알 수 있어요.,음 일년 자동 자동차세는 저희쪽에서는 확인이 안 되구요 고거는 이제 구청쪽에서 확인이 가능하신 업무세요,"이천칠백시시, 이천십년, 일년, 자동차세","일년, 자동차세, 확인, 구청, 확인, 가능, ","자동차세/자동차 지방세, 자동차세/자동차 지방세, 구청/관할 구청, ",,차량등록
45,민원인,감면/면제 대상,,아 아 예 그럼 일단 감면은 이천만원 미만으로 사면 감면은 다 된다는 거죠.,네네 자동차세는 이제 구청의 세무과에서 확인 가능합니다.,"이천만원 미만, 감면","자동차세, 구청, 세무과, 확인, 가능, ","자동차세/자동차 지방세, 구청/관할 구청, 세무과/세무과, ",,차량등록
45,민원인,감면/면제 대상,,아 예 그러면은 다자녀니까 장애인만 이천시시 이하일 때 그거 그거 되는 거네요 일반 다자녀는 일단 이천만원 이하의 자동차를 사면 금액 감면이 된다는 거죠.,그쵸 이천만원 미만인 감면이 되시고,"다자녀, 장애인, 이천시시 이하, 일반, 다자녀, 이천만원 이하, 자동차, 금액, 감면","이천만원, 미만, 감면, ","일반/일반, 자동차/차량, 금액/금액, ","장애인/감면대상/자격,다자녀/감면대상/자격,",차량등록
45,상담사,감면/면제 대상,생년월일,혹시 다자녀라고 하셨는데 자녀분에 그러면 첫째 분이 이천십육년 기준으로 그 생일이 안 지나신 거 맞으시구요,생일요 아홉살 일곱살 네살인데,"다자녀, 자녀, 첫째, 이천십육년, 기준, 생일, ","생일, 아홉살, 일곱살, 네살, ","자녀/딸, 네살/네살, ","아홉살/생년월일/연령,일곱살/생년월일/날짜,네살/생년월일/날짜,",차량등록
45,민원인,번호판 교체,,이거 차량 번호판을 이게 좀 앞에 거를 이게 분실을 했는데 이거를 그러면 번호판 채로 교부를 받을라면 어떻게 해야 돼요,아 그러면 선생님 우선은 경찰서로 전화 하셔서 분실 신고를 먼저 해 주셔야 되구요 지금  이경우는 선생님 번호판 앞판을 분실하셨다 하시고 뒤판은 있다 하지만 번호판을 다시 한 번 신규로 발급을 하셔야 됩니다. 선생님,"차량, 번호판, 앞, 분실, 번호, 교부, ","경찰서, 전화, 분실, 신고, 번호판, 앞판, 뒤판, 번호판, 신규, 발급, ","차량/차량, 번호판/번호판, 경찰서/경찰서, 번호판/번호판, 번호판/번호판, 발급/발급, ","분실/번호판 변경 사유/사유,",차량등록
45,상담사,번호판 교체,분실신고 여부,우선은 번호판을 분실하셨다 하시면 선생님 경찰서로 분실 신고는 하셨나요,아니요. 안했어요. 오늘 아침에 확인 후에 알았어요.,"번호판, 분실, 선생, 경찰서, 분실, 신고, ","아침, 확인, ","번호판/번호판, 경찰서/경찰서, ",,차량등록
45,상담사,번호판 교체,차량번호,예 혹시 기존 실례지만 차량번호가 어떻게 되시나요,음 사십 누의 이구일사번인데,"기존, 차량번호, ","사십 누의 이구일사번, ","차량번호/차량번호, ","사십 누의 이구일사번/차량번호/번호,",차량등록
45,상담사,번호판 교체,차량명,이구일사번이라 해 주셨고 차명의 어떻게 됩니까?,산타페,"이구일사번, 차명, ","산타페, ","차명/차량종류, 산타페/산타페, ","이구일사번/차량번호/번호,산타페/차량명/이름,",차량등록
45,민원인,과표,,네 과표 좀 알아볼려고 하거든요,죄송합니다. 지금 과표가 조회가 안 되는데요 지금 현재 그 말씀해 주신 차량 오십칠 버스할 때 버의 사팔육공 이천십사년 케이세븐이시구요 알겠습니다. 그럼 제가 저희 본서로 확인을 해서 전화주신 휴대폰으로 문자 바로 보내드릴게요,"과표, ","과표, 조회, 차량, 오십칠 버의 사팔육공, 이천십사년, 케이세븐, 본서, 확인, 휴대폰, 문자, ","과표/과표, 과표/과표, 차량/차량, 이천십사년/이천십사년, 본서/차량본소, ",,차량등록
45,상담사,과표,차량번호,네 차량번호 말씀해 주시겠습니까?,네 오십칠 버스 버의 사육팔팔 사팔육공 케이세븐이고 이천십사년식입니다.,"차량, 번호,","오십칠 버스 버의 사육팔팔, 사팔육공, 케이세븐, 이천십사년식, ","차량/차량, ","오십칠 버스 버의 사육팔팔/차량번호/번호,케이세븐/차량명/이름,이천십사년식/연식/날짜,",차량등록
45,민원인,위치,,예 그 칠곡쪽에 차량등록 사업소 있습니까,칠곡에는 없습니다 선생님,"칠곡, 차량등록 사업소","칠곡, ",,,차량등록
45,민원인,위치,,그럼 북구 대구 북구쪽에는요,북구에는 음 북부민원분소가 있기는 한데요 이현동에 엠월드라고 선생님 아세요? 엠월드 건물에 북부민원분소가 위치하고 있는데요,"북구, 대구 북구","북구, 북부민원분소, 이현동, 엠월드, 건물, 위치, ","북부민원분소/북부민원분소, ",,차량등록
45,민원인,처리기간,,북부민원분소 가면 바로 발급돼요?,예 여기는 인제 엠월드 직원분들이 영업사원 분들이 예 신고를 하실때 서류를 이제 한꺼번에 좀 많이 가져오기때문에 대기시간이 조금 길어질 수 있어요,"북부민원분소, 발급","엠월드, 직원, 영업사원, 신고, 서류, 대기시간, ","북부민원분소/북부민원분소, 발급/발급, 서류/구비서류, 대기시간/대기시간, ",,차량등록
45,민원인,위치,,아 그럼 대구에는 차량등록사업소 어디있어요,예 성서결찰서 앞에 보시면 성서우체국 있는데요 우체국 건물 옆에 차량등록 사업소가 있습니다,"대구, 차량등록사업소, ","성서경찰서, 성서우체국, 우체국, 건물, 옆, 차량등록 사업소, ","차량등록사업소/차량등록사업소, 성서우체국/성서우체국, ",,차량등록
45,민원인,장소,,아 차량등록증 원부 좀 발급받을려고 어디로 가면 되나요,네 선생님 등록원부는 굳이 차량등록 사업소 방문을 하지 않으셔도 않으셔도 가능하구요 근처에 가까운 구청이 있으면 구청에 방문을 하셔도 가능하십니다,"차량등록증 원부, 발급","등록원부, 차량등록 사업소, 방문, 근처, 구청, 방문, 가능, ","차량등록증 원부/차량등록원부, 발급/발급, 등록원부/자동차등록원부, 방문/내방, 구청/관할 구청, 방문/내방, ",,차량등록
45,민원인,장소,,아 연고가 여기 아 대구아니어도 구청에 가서 차량등록원부 떼는데 상관없죠,네 상관은 없구요 네 차량번호와 그 현 차주분 성함을 좀 알고 가셔야 될거 같습니다,"연고, 대구, 구청, 차량등록원부, ","차량번호, 현 차주, 성함, ","구청/관할 구청, 차량등록원부/차량등록원부, 차량번호/차량번호, 현 차주/현재 명의자, 성함/이름, ",,차량등록
45,민원인,번호판 교체,,아 저 남바 있죠. 옛날 구남바인데 그 신남바로 바꿀라면 남바를 가 차를 가지고 가야 돼요,네 그렇죠. 차를 가지고 와야 부착을 하죠. 네,"옛날, 구남바, 신남바, 남바, 차","차, 부착, ","구남바/구번호판, 남바/차량번호, 차/차량, 차/차량, ",,차량등록
45,상담사,번호판 교체,차량번호,아 그러세요 그러면은 네 기존 남바는 가지고 오시면 되는데 제가 정확한 상담을 위해서 차량번호 먼저 확인 좀 부탁드립니다.,남바 잘 모르겠는데,"기존 남바, 차량번호","남바, ","기존 남바/구번호판, 차량번호/차량번호, 남바/차량번호, ",,차량등록
45,상담사,번호판 교체,방문인,아 네네 그러면은 차주 본인이 직접 방문하십니까?,네 어머니랑 저랑 같이 갑 같이 가지요 밤에,"차주, 본인, 방문, ","어머니, 밤, ","차주/차주, 본인/본인, 방문/내방, 어머니/어머니, ","차주/방문인/관계,본인/방문인/관계,어머니/방문인/관계,",차량등록
45,민원인,이전등록,,네 수고하십니다. 여기 저희 차가 차를 등록했는지 며칠 안 되는데요 한 사일 정도 되는데 요거 제가 애기 앞으로 해 가지고 보험이 너무 많이 나와 가지구요 네 요걸 갖다가 그 아빠랑 같이 공동명의는 할 수 없는가요 그 본인 동의 어 들어가면요,어 네 선생님 공동명의도 가능한데요,"수고, 차, 차, 등록, 며칠, 사일, 애기, 앞, 보험, 아빠, 공동명의, 본인, 동의","공동명의, 가능, ","차/차량, 차/차량, 아빠/아버지, 공동명의/공동명의, 본인/본인, 공동명의/공동명의, ",,차량등록
45,상담사,이전등록,차량번호,네 선생님 그러시면은 아 네에 말씀 중에 죄송합니다만 그러시면은 제가 차량번호 확인하고 제가 정확하게 한번 안내해 드릴 텐데 차량번호가 몇 번이세요,삼칠이 무의  팔하나칠공요,차량번호,"삼칠 무의 팔하나칠공, ","차량번호/차량번호, ","삼칠 무의 팔하나칠공/차량번호/번호,",차량등록
45,상담사,이전등록,차량명,네 선생님 차 명의 어떻게 되세요 아 그 아 네 죄송합니다. 제네시스라고 말씀주셨고 쌤 그러시면은 지금 말씀주신 차량 그 차주분께서,네,"차 명의, 제네시스, 차량, 차주",,"차 명의/차량명의, 차량/차량, 차주/차주, ","제네시스/차량명/이름,",차량등록
45,상담사,이전등록,방문인,직접 방문 가능하신 거세요,아뇨 아니면 애가 방문 못 하면 제가 하면 안 되죠. 엄마가,방문,"애, 방문, 엄마, ","방문/내방, 애/자제, 방문/내방, 엄마/어머니, ","자제/방문인/관계,어머니/방문인/관계,",차량등록
45,상담사,이전등록,방문인,네 그리고 지금 차주분 서류는 이렇게 확인이 되고 되고 그 차 공동명의 하신다 하셨으니까 지금 차 그 이전 그 수 지분율 받으실 분께서는 방문해 주시는 건가요,아뇨 아뇨 같이 못 가면 어떻게 돼요 제가 다 하면 안 될까요,"차주분, 서류, 차, 공동명의, 차, 이전, 지분율, 방문",,"차주분/차주, 서류/구비서류, 차/차량, 공동명의/공동명의, 차/차량, 방문/내방, ","차주/방문인/관계,",차량등록
45,상담사,이전등록,지분율변동,선생님 그러시면 지분율은 어떻게 하실 거세요,아 그러면 오십 대 오십으로 할까요,"지분, ","오십, 오십, ",,,차량등록
45,민원인,차량번호변경,,아 그거 차 번호를 좀 바꾸고 싶은데 뭐 어떻게 해야 되는지 잘 몰라가지고요,네 전국 번호는 변경이 선생님 어 그 희망하에 변경이 되는 건 아니에요.,"차 번호, ","전국 번호, 변경, 희망, 변경, ","차 번호/차량번호, ",,차량등록
45,상담사,차량번호변경,전국지역 번호판,어 지금 선생님 차량번호가 전국 번호 아닌가요,어 네 맞습니다. 그 흰색 번호판,"차량번호, 전국 번호, ","흰색 번호판, ","차량번호/차량번호, ","전국 번호/전국지역 번호판/종류,흰색 번호판/전국지역 번호판/종류,",차량등록
45,민원인,차량번호변경,,아 그러면 바꿀 순 없습니까?,저희가 사유가 있어요. 우선은 선생님 그 차를 뭐 이전 하실 이전 받으신 지 육십일 이내라면은 변경하 육십일 이내 한 번은 변경을 하실 수가 있구요 네 그리고 어 등록 번호판을 분실하셨으면 가능하시고 다른 시도로 이사를 하셨을 경우에 변경이 가능하시구요 하고 마지막으로 어 선생님 주민등록상의 세대를 같이 하는 가족분 중에서 어 차가 두대든 세대든 있는데 끝 자리가 동일하게 짝수로 끝나거나 홀수로 끝날 경우에 변경을 하실 수가 있으세요,,"사유, 차, 이전, 육십일, 이내, 변경, 한 번, 변경, 등록 번호판, 분실, 가능, 시도, 이사, 변경, 주민등록, 세대, 가족, 차, 두대, 세대, 끝 자리, 동일, 짝수, 홀수, 변경, ","차/차량, 차/차량, 끝 자리/끝 번호, ",,차량등록
45,민원인,차량번호변경,,아 그 같은 명의로 되어 있는 차 중에 똑같이 짝수로 끝나거나 뭐 홀수로 끝나거나 음 그러면 뭐 기본적으로 자기가 바꾸고 싶다고 그래서 못 바꾸는 거네요,네 전국 번호는 변경이 선생님 어 그 희망하에 변경이 되는 건 아니에요.,"명의, 차, 짝수, 홀수","전국 번호, 변경, 희망, 변경, ","명의/차량명의, 차/차량, ",,차량등록
45,민원인,구비서류,,아예 수고하십니다. 자동차 등록 할라 카는데요 이전 등록 할려고 하는데 서류 서류 좀 확인 할려고 하는데요,양도인은 방문하지 못하기 때문에 매도용 인감증명서 네 발급받으실 때 양수인의 이름 주소 주민번호 모두 다 나오도록 발급을 받으시구요 아 양수인 양수인 인적 사항까지 다 나오도록 인감도장 그리고 마지막으로 자동차 등록증 준비하시구요,"자동차 등록, 이전 등록, 서류","양도인, 방문, 매도용 인감증명서, 발급, 양수인, 이름, 주소, 주민번호, 발급, 양수인, 인적 사항, 인감도장, 마지막, 자동차 등록증, 준비, ","서류/구비서류, 양도인/현재 명의자, 방문/내방, 매도용 인감증명서/자동차매도용 인감증명서, 발급/발급, 양수인/양수인, 이름/이름, 주소/차량 주소지, 주민번호/주민등록번호, 발급/발급, 양수인/양수인, 인감도장/인감도장, 자동차 등록증/차량등록증, ",,차량등록
45,상담사,구비서류,차량번호,네 실례지만은 이전할 차량을 좀 저 차량 번호 알 수 있을까요,이십일 너의 팔공공칠,"이전, 차량, 차량 번호, ","이십일 너의 팔공공칠, ","차량/차량, 차량 번호/차량번호, ","이십일 너의 팔공공칠/차량번호/번호,",차량등록
45,상담사,구비서류,이름,네 차주 성함 좀 여쭤 보겠습니다.,김정순,"차주, 성함, ","김정순, ","차주/차주, 성함/이름, ","김정순/이름/이름,",차량등록
45,상담사,구비서류,개인간 이전 여부,개인 대 개인 중고차 이전이 맞습니까?,예예,"개인, 중고차, 이전, ",,"중고차/중고차량, ",,차량등록
45,상담사,구비서류,공동명의 여부,그러면 상대방측 그 양수 받으실 분도 단독 명의란 말씀이시죠.,예예,"상대방, 양수, 단독 명의",,"단독 명의/단독명의, ",,차량등록
45,상담사,구비서류,방문인,네 현재 그 방문자에 따라 서류가 달라집니다만 양수인 양도인 함께 방문 가능하신가요,아니요. 완전히 다른 사람이 갈려고 하는데요,"방문자, 서류, 양수인, 양도인, 방문","사람, ","방문자/방문인, 서류/구비서류, 양수인/양수인, 양도인/현재 명의자, 방문/내방, ","양수인/방문인/이름,현재 명의자/방문인/관계,",차량등록
45,상담사,구비서류,감면대상,네 우리 양수인분의 뭐 장애인이라든가 특별히 혜택 보는 건 없으시죠.,예예,"양수인, 장애인, 혜택, ",,"양수인/양수인, ","장애인/감면대상/자격,",차량등록
45,민원인,구비서류,,그러면 혹시 양수인이 직접 가 양수인이 직접 가게되면 양도인 서류는 뭐가 필요해요,양도인은 네 양수인만 방문하면 서류는 모두 다 동일 동일하구요 양수인의 일반도장만 생략 가능합니다.,"양수인, 양도인, 서류","양도인, 양수인, 방문, 서류, 동일, 양수인, 일반도장, 생략, 가능, ","양수인/양수인, 양도인/현재 명의자, 서류/구비서류, 양도인/현재 명의자, 양수인/양수인, 방문/내방, 서류/구비서류, 양수인/양수인, 일반도장/일반도장, ",,차량등록
45,민원인,구비서류,,아예예 서류 안내를 받을려면은요 거 어디서 출력 하면 돼요 출력 받는 사이트가요 우리가 출력 받아가 쓸려고 그라는 거 쓸려 그러 그러거든요 // 등록 이전 신고서 작성할라 그라거든요,네 고거는요 선생님 저희 차량 등록 대구 차량 등록 사업소를 포털 사이트에서 검색을 하면은 등록 사업소 네 검색해서 하면은 지금 그 차량 등록 사업소 홈페이지가 나올 건데요 네 거기에서 동 왼쪽에 보면은 메뉴가 쭉 있습니다.  등록 서식 안내라는 것을 클릭을 하시고 거기에서 위에 보면은 자동차 등록 관련 서식이라고 있거든요 네 등록 관련 서식에서 제목에 대고 양도 증명서라던지 아니면 이전 등록 신청서라던지 검색을 하면은 관련 서류가 확인이 될 겁니다.,"서류, 출력, 사이트, 등록 이전, 신고서","차량 등록, 차량 등록 사업소, 포털 사이트, 검색, 등록 사업소, 검색, 차량 등록 사업소, 홈페이지, 왼쪽, 메뉴, 등록 서식, 안내, 클릭, 제목, 양도 증명서, 이전 등록 신청서, 검색, 서류, 확인, ","서류/구비서류, 사이트/홈페이지, 홈페이지/홈페이지, 서류/구비서류, ",,차량등록
45,민원인,구비서류,,위임장 따로 출력 받아야 돼요,그니까 그 이전 등록 신청서를 출력을 하시면은 위쪽에는 신청인 그 기본 사항을 적게 되어 있고 아래쪽에 위임장이 따로 있거든요 예 그니까 고것만 따로 그니까 이전 등록 신청서만 출력을 하시면은 위임장도 쓸 수 있고 신청서도 쓸 수 있고 그렇습니다.,"위임장, 출력, ","이전 등록 신청서, 출력, 신청인, 기본 사항, 위임장, 이전 등록 신청서, 출력, 위임장, 신청서, ",,,차량등록
45,민원인,비용,,아 금액은 얼마 쯤해요,금액이라고 하시면은 그 이전하는 데 드는 비용 말씀이세요,"금액,","금액, 이전, 비용, ","금액/���액, 금액/금액, 비용/금액, ",,차량등록
45,상담사,비용,차량번호,고거는 차량번호를 말씀해 주셔야지만 되는데요 차량번호가 몇 번입니까?,아 차량번호가 내 함 보고 다시 전화드릴게요, 차량번호,"차량번호, ","차량번호/차량번호, 차량번호/차량번호, ",,차량등록
45,민원인,압류 조회/해제,,아 지금 그 차를 한 대 살려고 하는요 혹시 압류가 돼 있는가 싶어서 여기 장수라서 좀 멀어서 전화드리는 거거든요,아 네 확인 감사합니다. 지금 이 차량은 네 저당이 된 압류 건 한 건도 없습니다. 선생님,"차, 대, 압류, 장수","저당, 압류, 한 건, ","차/차량, 압류/압류, 저당/저당권, 압류/압류, ",,차량등록
45,상담사,압류 조회/해제,이름,네 그럼 차량 압류건 조회시 차주분 성함 확인되시나요,예예예,"차량, 압류, 조회, 차주, 성함",,"차량/차량, 압류/압류, 차주/차주, 성함/이름, ",,차량등록
45,상담사,압류 조회/해제,생년월일,생년월일 확인이 필요한데 지금 다 확인이 되셨나요 선생님,예예예,"생년월일,",,"생년월일/생년월일, ",,차량등록
45,상담사,압류 조회/해제,차량번호,네 우선 그럼 차량번호 말씀해 주시겠습니까?,네 전북 칠십육 바의 사공오이,차량번호,"전북 칠십육 바의 사공오이, ","차량번호/차량번호, ","전북 칠십육 바의 사공오이/차량번호/번호,",차량등록
45,상담사,압류 조회/해제,차대번호,네 차편 번호 확인이 가능할까요 선생님,예 아아 그러면 잠시만 기다려 주시겠어요 네 사공육 팔하나 공삼구일팔,차편 번호,"사공육 팔하나 공삼구일팔, ",,"사공육 팔하나 공삼구일팔/차대번호/번호,",차량등록
45,민원인,이전등록,,저기 이사를 했는데요 그러면은 자동차 그 주소 이전해야 되잖아 그죠.,아 이사하신 이후에  주소 이전 일단 선생님 이게 모든 차량이 주소 이전을 별도로 할 필요는 없고 그 선생님 그  법인 명의 차량만 주소 이전을 하셔야 합니다,"이사, 자동차, 주소 이전, ","이사, 이후, 주소 이전, 차량, 별도, 법인 명의, 차량, 주소 이전, ","자동차/차량, 차량/차량, 차량/차량, ",,차량등록
45,상담사,이전등록,차량용도,지금 뭐 영업용입니까? 선생님 아님 일반 자가용 차량입니까?,아 법인만 하면 돼요 자가용은 안 해도 돼요,"영업용, 일반 자가용, 차량, ","법인, 자가용, ","영업용/영업용 차량, 차량/차량, 자가용/개인차량, ","개인차량/차량용도/종류,",차량등록
45,상담사,이전등록,전국지역 번호판,네 흰색 번호판에,네예,"흰색 번호판, ",,,"흰색 번호판/전국지역 번호판/종류,",차량등록
45,상담사,이전등록,공동명의 여부,개인 명의 차량 맞습니까?,네예,"개인 명의, 차량, ",,"개인 명의/개인단독명의, 차량/차량, ",,차량등록
45,민원인,등록/이전 확인,,차량이 이전됐는지 확인 좀 할라그러는데요,지금 현재 아직 안되어있는데요 선생님,"차량, 이전",,"차량/차량, ",,차량등록
45,상담사,등록/이전 확인,차량번호,아 그러세요 차량 확인해 드리겠습니다 선생님 차번호 한번 말씀해주시겠습니까,칠십구 루 루비할때 루 팔오공팔,"차량, 차번호","칠십구 루 팔오공팔, ","차량/차량, 차번호/차량번호, ","칠십구 루 팔오공팔/차량번호/번호,",차량등록
45,상담사,등록/이전 확인,이름,팔오공팔번이구요 네 선생님 차주분 성함이 어떻게 되십니까,강영헌,"팔오공팔번, 차주, 성함, ","강영현, ","차주/차주, 성함/이름, ","강연현/이름/이름,",차량등록
45,상담사,등록/이전 확인,생년월일,네 생년월일 어떻게 되십니까,잠시만요 칠공공 일이공,"생년월일, ","칠공공 일이공, ","생년월일/생년월일, ","칠공공 일이공/생년월일/날짜,",차량등록
45,상담사,등록/이전 확인,처리날짜,언제 그 이전 처리하셨는데요 선생님,오늘,"이전, 처리","오늘, ",,,차량등록
45,민원인,이전등록,,그러면은 이거는 가능한가요 양도인을 넣으면 지금 됐는지 안됐는지 확인이 가능해요,예,양도인,,"양도인/현재 명의자, ",,차량등록
45,상담사,이전등록,이름,양도인이 누구신데요,양도인은 이양희,양도인,"양도인, 이양희, ","양도인/현재 명의자, 양도인/현재 명의자, ","이양희/이름/이름,",차량등록
45,상담사,이전등록,생년월일,네 생년월일이 어떻게 되세요,육칠일일삼공,생년월일,"육칠일일삼공, ","생년월일/생년월일, ","육칠일일삼공/생년월일/날짜,",차량등록
45,민원인,이전등록,,저기 지금 자동차 이거 공동명의 이전 부부한다 이전할려구요 지금 갈려고 하는데요 책임 보험이 필요하다고 하는데요 그 책임 보험은 어디서 어떻게 그거 들면 되나요,공동명의로 하실 거면 지금 선생님 앞으로 보험 가입되어 있으시기 때문에 굳이 변경은 안 하셔도 되세요,"자동차, 공동명의, 이전, 부부, 이전, 책임 보험, ","공동명의, 보험, 가입, 변경, ","자동차/차량, 공동명의/공동명의, 책임 보험/책임 보험, 공동명의/공동명의, ",,차량등록
45,상담사,이전등록,공동명의 여부, 그러시면 아까 하셨던 그 공동명의로 하실 건가요 선생님,네네네네네 그렇게,"공동명의,",,"공동명의/공동명의, ",,차량등록
45,민원인,구비서류,,차에 근저당 설정해 놨는데요 해지 할라 카면 그 필요한 서류가 어떤 게 필요한 거죠.,네 선생님 일단은 개인 캐피탈 경우 아 개인 저당권 말소에 대해서 서류 안내 도와 드릴 텐데요 불러드리겠습니다. 신분증 그리고 채권자 그니까 빌려준 사람의 인감증명서 설정권자를 신 인 흠 인감증명서 인감도장 그리고 자동차 등록증,"차, 근저당, 설정, 해지, 필요, 서류","개인, 캐피탈, 저당권, 말소, 서류, 안내, 신분증, 채권자, 인감증명서, 설정권자, 인감증명서, 인감도장, 자동차 등록증, ","차/차량, 서류/구비서류, 캐피탈/캐피탈회사, 저당권/저당권, 말소/말소등록, 서류/구비서류, 신분증/신분증, 인감증명서/인감증명서, 인감증명서/인감증명서, 인감도장/인감도장, 자동차 등록증/차량등록증, ",,차량등록
45,상담사,구비서류,개인법인,혹시 개인인가요 캐피탈인가요,개인입니다.,"개인, 캐피탈, ","개인, ","캐피탈/캐피탈회사, ","개인/개인법인/종류,",차량등록
